DATE_KEY,FULL_DATE,YEAR,QUARTER,QUARTER_NAME,MONTH_NUMBER,MONTH_NAME,MONTH_SHORT_NAME,WEEK_OF_YEAR,DAY_OF_MONTH,DAY_OF_WEEK_NUMBER,DAY_NAME,IS_WEEKEND
20240624,2024-06-24,2024,2,Q2,6,June,Jun,26,24,1,24A24,FALSE
20240625,2024-06-25,2024,2,Q2,6,June,Jun,26,25,2,25A24,FALSE
20240626,2024-06-26,2024,2,Q2,6,June,Jun,26,26,3,26A24,FALSE
20240627,2024-06-27,2024,2,Q2,6,June,Jun,26,27,4,27A24,FALSE
20240628,2024-06-28,2024,2,Q2,6,June,Jun,26,28,5,28A24,FALSE
20240629,2024-06-29,2024,2,Q2,6,June,Jun,26,29,6,29A24,TRUE
20240630,2024-06-30,2024,2,Q2,6,June,Jun,26,30,0,30A24,TRUE
20240701,2024-07-01,2024,3,Q3,7,July,Jul,27,1,1,1A24,FALSE
20240702,2024-07-02,2024,3,Q3,7,July,Jul,27,2,2,2A24,FALSE
20240703,2024-07-03,2024,3,Q3,7,July,Jul,27,3,3,3A24,FALSE
20240704,2024-07-04,2024,3,Q3,7,July,Jul,27,4,4,4A24,FALSE
20240705,2024-07-05,2024,3,Q3,7,July,Jul,27,5,5,5A24,FALSE
20240706,2024-07-06,2024,3,Q3,7,July,Jul,27,6,6,6A24,TRUE
20240707,2024-07-07,2024,3,Q3,7,July,Jul,27,7,0,7A24,TRUE
20240708,2024-07-08,2024,3,Q3,7,July,Jul,28,8,1,8A24,FALSE
20240709,2024-07-09,2024,3,Q3,7,July,Jul,28,9,2,9A24,FALSE
20240710,2024-07-10,2024,3,Q3,7,July,Jul,28,10,3,10A24,FALSE
20240711,2024-07-11,2024,3,Q3,7,July,Jul,28,11,4,11A24,FALSE
20240712,2024-07-12,2024,3,Q3,7,July,Jul,28,12,5,12A24,FALSE
20240713,2024-07-13,2024,3,Q3,7,July,Jul,28,13,6,13A24,TRUE
20240714,2024-07-14,2024,3,Q3,7,July,Jul,28,14,0,14A24,TRUE
20240715,2024-07-15,2024,3,Q3,7,July,Jul,29,15,1,15A24,FALSE
20240716,2024-07-16,2024,3,Q3,7,July,Jul,29,16,2,16A24,FALSE
20240717,2024-07-17,2024,3,Q3,7,July,Jul,29,17,3,17A24,FALSE
20240718,2024-07-18,2024,3,Q3,7,July,Jul,29,18,4,18A24,FALSE
20240719,2024-07-19,2024,3,Q3,7,July,Jul,29,19,5,19A24,FALSE
20240720,2024-07-20,2024,3,Q3,7,July,Jul,29,20,6,20A24,TRUE
20240721,2024-07-21,2024,3,Q3,7,July,Jul,29,21,0,21A24,TRUE
20240722,2024-07-22,2024,3,Q3,7,July,Jul,30,22,1,22A24,FALSE
20240723,2024-07-23,2024,3,Q3,7,July,Jul,30,23,2,23A24,FALSE
20240724,2024-07-24,2024,3,Q3,7,July,Jul,30,24,3,24A24,FALSE
20240725,2024-07-25,2024,3,Q3,7,July,Jul,30,25,4,25A24,FALSE
20240726,2024-07-26,2024,3,Q3,7,July,Jul,30,26,5,26A24,FALSE
20240727,2024-07-27,2024,3,Q3,7,July,Jul,30,27,6,27A24,TRUE
20240728,2024-07-28,2024,3,Q3,7,July,Jul,30,28,0,28A24,TRUE
20240729,2024-07-29,2024,3,Q3,7,July,Jul,31,29,1,29A24,FALSE
20240730,2024-07-30,2024,3,Q3,7,July,Jul,31,30,2,30A24,FALSE
20240731,2024-07-31,2024,3,Q3,7,July,Jul,31,31,3,31A24,FALSE
20240801,2024-08-01,2024,3,Q3,8,August,Aug,31,1,4,1A24,FALSE
20240802,2024-08-02,2024,3,Q3,8,August,Aug,31,2,5,2A24,FALSE
20240803,2024-08-03,2024,3,Q3,8,August,Aug,31,3,6,3A24,TRUE
20240804,2024-08-04,2024,3,Q3,8,August,Aug,31,4,0,4A24,TRUE
20240805,2024-08-05,2024,3,Q3,8,August,Aug,32,5,1,5A24,FALSE
20240806,2024-08-06,2024,3,Q3,8,August,Aug,32,6,2,6A24,FALSE
20240807,2024-08-07,2024,3,Q3,8,August,Aug,32,7,3,7A24,FALSE
20240808,2024-08-08,2024,3,Q3,8,August,Aug,32,8,4,8A24,FALSE
20240809,2024-08-09,2024,3,Q3,8,August,Aug,32,9,5,9A24,FALSE
20240810,2024-08-10,2024,3,Q3,8,August,Aug,32,10,6,10A24,TRUE
20240811,2024-08-11,2024,3,Q3,8,August,Aug,32,11,0,11A24,TRUE
20240812,2024-08-12,2024,3,Q3,8,August,Aug,33,12,1,12A24,FALSE
20240813,2024-08-13,2024,3,Q3,8,August,Aug,33,13,2,13A24,FALSE
20240814,2024-08-14,2024,3,Q3,8,August,Aug,33,14,3,14A24,FALSE
20240815,2024-08-15,2024,3,Q3,8,August,Aug,33,15,4,15A24,FALSE
20240816,2024-08-16,2024,3,Q3,8,August,Aug,33,16,5,16A24,FALSE
20240817,2024-08-17,2024,3,Q3,8,August,Aug,33,17,6,17A24,TRUE
20240818,2024-08-18,2024,3,Q3,8,August,Aug,33,18,0,18A24,TRUE
20240819,2024-08-19,2024,3,Q3,8,August,Aug,34,19,1,19A24,FALSE
20240820,2024-08-20,2024,3,Q3,8,August,Aug,34,20,2,20A24,FALSE
20240821,2024-08-21,2024,3,Q3,8,August,Aug,34,21,3,21A24,FALSE
20240822,2024-08-22,2024,3,Q3,8,August,Aug,34,22,4,22A24,FALSE
20240823,2024-08-23,2024,3,Q3,8,August,Aug,34,23,5,23A24,FALSE
20240824,2024-08-24,2024,3,Q3,8,August,Aug,34,24,6,24A24,TRUE
20240825,2024-08-25,2024,3,Q3,8,August,Aug,34,25,0,25A24,TRUE
20240826,2024-08-26,2024,3,Q3,8,August,Aug,35,26,1,26A24,FALSE
20240827,2024-08-27,2024,3,Q3,8,August,Aug,35,27,2,27A24,FALSE
20240828,2024-08-28,2024,3,Q3,8,August,Aug,35,28,3,28A24,FALSE
20240829,2024-08-29,2024,3,Q3,8,August,Aug,35,29,4,29A24,FALSE
20240830,2024-08-30,2024,3,Q3,8,August,Aug,35,30,5,30A24,FALSE
20240831,2024-08-31,2024,3,Q3,8,August,Aug,35,31,6,31A24,TRUE
20240901,2024-09-01,2024,3,Q3,9,September,Sep,35,1,0,1A24,TRUE
20240902,2024-09-02,2024,3,Q3,9,September,Sep,36,2,1,2A24,FALSE
20240903,2024-09-03,2024,3,Q3,9,September,Sep,36,3,2,3A24,FALSE
20240904,2024-09-04,2024,3,Q3,9,September,Sep,36,4,3,4A24,FALSE
20240905,2024-09-05,2024,3,Q3,9,September,Sep,36,5,4,5A24,FALSE
20240906,2024-09-06,2024,3,Q3,9,September,Sep,36,6,5,6A24,FALSE
20240907,2024-09-07,2024,3,Q3,9,September,Sep,36,7,6,7A24,TRUE
20240908,2024-09-08,2024,3,Q3,9,September,Sep,36,8,0,8A24,TRUE
20240909,2024-09-09,2024,3,Q3,9,September,Sep,37,9,1,9A24,FALSE
20240910,2024-09-10,2024,3,Q3,9,September,Sep,37,10,2,10A24,FALSE
20240911,2024-09-11,2024,3,Q3,9,September,Sep,37,11,3,11A24,FALSE
20240912,2024-09-12,2024,3,Q3,9,September,Sep,37,12,4,12A24,FALSE
20240913,2024-09-13,2024,3,Q3,9,September,Sep,37,13,5,13A24,FALSE
20240914,2024-09-14,2024,3,Q3,9,September,Sep,37,14,6,14A24,TRUE
20240915,2024-09-15,2024,3,Q3,9,September,Sep,37,15,0,15A24,TRUE
20240916,2024-09-16,2024,3,Q3,9,September,Sep,38,16,1,16A24,FALSE
20240917,2024-09-17,2024,3,Q3,9,September,Sep,38,17,2,17A24,FALSE
20240918,2024-09-18,2024,3,Q3,9,September,Sep,38,18,3,18A24,FALSE
20240919,2024-09-19,2024,3,Q3,9,September,Sep,38,19,4,19A24,FALSE
20240920,2024-09-20,2024,3,Q3,9,September,Sep,38,20,5,20A24,FALSE
20240921,2024-09-21,2024,3,Q3,9,September,Sep,38,21,6,21A24,TRUE
20240922,2024-09-22,2024,3,Q3,9,September,Sep,38,22,0,22A24,TRUE
20240923,2024-09-23,2024,3,Q3,9,September,Sep,39,23,1,23A24,FALSE
20240924,2024-09-24,2024,3,Q3,9,September,Sep,39,24,2,24A24,FALSE
20240925,2024-09-25,2024,3,Q3,9,September,Sep,39,25,3,25A24,FALSE
20240926,2024-09-26,2024,3,Q3,9,September,Sep,39,26,4,26A24,FALSE
20240927,2024-09-27,2024,3,Q3,9,September,Sep,39,27,5,27A24,FALSE
20240928,2024-09-28,2024,3,Q3,9,September,Sep,39,28,6,28A24,TRUE
20240929,2024-09-29,2024,3,Q3,9,September,Sep,39,29,0,29A24,TRUE
20240930,2024-09-30,2024,3,Q3,9,September,Sep,40,30,1,30A24,FALSE
20241001,2024-10-01,2024,4,Q4,10,October,Oct,40,1,2,1A24,FALSE
20241002,2024-10-02,2024,4,Q4,10,October,Oct,40,2,3,2A24,FALSE
20241003,2024-10-03,2024,4,Q4,10,October,Oct,40,3,4,3A24,FALSE
20241004,2024-10-04,2024,4,Q4,10,October,Oct,40,4,5,4A24,FALSE
20241005,2024-10-05,2024,4,Q4,10,October,Oct,40,5,6,5A24,TRUE
20241006,2024-10-06,2024,4,Q4,10,October,Oct,40,6,0,6A24,TRUE
20241007,2024-10-07,2024,4,Q4,10,October,Oct,41,7,1,7A24,FALSE
20241008,2024-10-08,2024,4,Q4,10,October,Oct,41,8,2,8A24,FALSE
20241009,2024-10-09,2024,4,Q4,10,October,Oct,41,9,3,9A24,FALSE
20241010,2024-10-10,2024,4,Q4,10,October,Oct,41,10,4,10A24,FALSE
20241011,2024-10-11,2024,4,Q4,10,October,Oct,41,11,5,11A24,FALSE
20241012,2024-10-12,2024,4,Q4,10,October,Oct,41,12,6,12A24,TRUE
20241013,2024-10-13,2024,4,Q4,10,October,Oct,41,13,0,13A24,TRUE
20241014,2024-10-14,2024,4,Q4,10,October,Oct,42,14,1,14A24,FALSE
20241015,2024-10-15,2024,4,Q4,10,October,Oct,42,15,2,15A24,FALSE
20241016,2024-10-16,2024,4,Q4,10,October,Oct,42,16,3,16A24,FALSE
20241017,2024-10-17,2024,4,Q4,10,October,Oct,42,17,4,17A24,FALSE
20241018,2024-10-18,2024,4,Q4,10,October,Oct,42,18,5,18A24,FALSE
20241019,2024-10-19,2024,4,Q4,10,October,Oct,42,19,6,19A24,TRUE
20241020,2024-10-20,2024,4,Q4,10,October,Oct,42,20,0,20A24,TRUE
20241021,2024-10-21,2024,4,Q4,10,October,Oct,43,21,1,21A24,FALSE
20241022,2024-10-22,2024,4,Q4,10,October,Oct,43,22,2,22A24,FALSE
20241023,2024-10-23,2024,4,Q4,10,October,Oct,43,23,3,23A24,FALSE
20241024,2024-10-24,2024,4,Q4,10,October,Oct,43,24,4,24A24,FALSE
20241025,2024-10-25,2024,4,Q4,10,October,Oct,43,25,5,25A24,FALSE
20241026,2024-10-26,2024,4,Q4,10,October,Oct,43,26,6,26A24,TRUE
20241027,2024-10-27,2024,4,Q4,10,October,Oct,43,27,0,27A24,TRUE
20241028,2024-10-28,2024,4,Q4,10,October,Oct,44,28,1,28A24,FALSE
20241029,2024-10-29,2024,4,Q4,10,October,Oct,44,29,2,29A24,FALSE
20241030,2024-10-30,2024,4,Q4,10,October,Oct,44,30,3,30A24,FALSE
20241031,2024-10-31,2024,4,Q4,10,October,Oct,44,31,4,31A24,FALSE
20241101,2024-11-01,2024,4,Q4,11,November,Nov,44,1,5,1A24,FALSE
20241102,2024-11-02,2024,4,Q4,11,November,Nov,44,2,6,2A24,TRUE
20241103,2024-11-03,2024,4,Q4,11,November,Nov,44,3,0,3A24,TRUE
20241104,2024-11-04,2024,4,Q4,11,November,Nov,45,4,1,4A24,FALSE
20241105,2024-11-05,2024,4,Q4,11,November,Nov,45,5,2,5A24,FALSE
20241106,2024-11-06,2024,4,Q4,11,November,Nov,45,6,3,6A24,FALSE
20241107,2024-11-07,2024,4,Q4,11,November,Nov,45,7,4,7A24,FALSE
20241108,2024-11-08,2024,4,Q4,11,November,Nov,45,8,5,8A24,FALSE
20241109,2024-11-09,2024,4,Q4,11,November,Nov,45,9,6,9A24,TRUE
20241110,2024-11-10,2024,4,Q4,11,November,Nov,45,10,0,10A24,TRUE
20241111,2024-11-11,2024,4,Q4,11,November,Nov,46,11,1,11A24,FALSE
20241112,2024-11-12,2024,4,Q4,11,November,Nov,46,12,2,12A24,FALSE
20241113,2024-11-13,2024,4,Q4,11,November,Nov,46,13,3,13A24,FALSE
20241114,2024-11-14,2024,4,Q4,11,November,Nov,46,14,4,14A24,FALSE
20241115,2024-11-15,2024,4,Q4,11,November,Nov,46,15,5,15A24,FALSE
20241116,2024-11-16,2024,4,Q4,11,November,Nov,46,16,6,16A24,TRUE
20241117,2024-11-17,2024,4,Q4,11,November,Nov,46,17,0,17A24,TRUE
20241118,2024-11-18,2024,4,Q4,11,November,Nov,47,18,1,18A24,FALSE
20241119,2024-11-19,2024,4,Q4,11,November,Nov,47,19,2,19A24,FALSE
20241120,2024-11-20,2024,4,Q4,11,November,Nov,47,20,3,20A24,FALSE
20241121,2024-11-21,2024,4,Q4,11,November,Nov,47,21,4,21A24,FALSE
20241122,2024-11-22,2024,4,Q4,11,November,Nov,47,22,5,22A24,FALSE
20241123,2024-11-23,2024,4,Q4,11,November,Nov,47,23,6,23A24,TRUE
20241124,2024-11-24,2024,4,Q4,11,November,Nov,47,24,0,24A24,TRUE
20241125,2024-11-25,2024,4,Q4,11,November,Nov,48,25,1,25A24,FALSE
20241126,2024-11-26,2024,4,Q4,11,November,Nov,48,26,2,26A24,FALSE
20241127,2024-11-27,2024,4,Q4,11,November,Nov,48,27,3,27A24,FALSE
20241128,2024-11-28,2024,4,Q4,11,November,Nov,48,28,4,28A24,FALSE
20241129,2024-11-29,2024,4,Q4,11,November,Nov,48,29,5,29A24,FALSE
20241130,2024-11-30,2024,4,Q4,11,November,Nov,48,30,6,30A24,TRUE
20241201,2024-12-01,2024,4,Q4,12,December,Dec,48,1,0,1A24,TRUE
20241202,2024-12-02,2024,4,Q4,12,December,Dec,49,2,1,2A24,FALSE
20241203,2024-12-03,2024,4,Q4,12,December,Dec,49,3,2,3A24,FALSE
20241204,2024-12-04,2024,4,Q4,12,December,Dec,49,4,3,4A24,FALSE
20241205,2024-12-05,2024,4,Q4,12,December,Dec,49,5,4,5A24,FALSE
20241206,2024-12-06,2024,4,Q4,12,December,Dec,49,6,5,6A24,FALSE
20241207,2024-12-07,2024,4,Q4,12,December,Dec,49,7,6,7A24,TRUE
20241208,2024-12-08,2024,4,Q4,12,December,Dec,49,8,0,8A24,TRUE
20241209,2024-12-09,2024,4,Q4,12,December,Dec,50,9,1,9A24,FALSE
20241210,2024-12-10,2024,4,Q4,12,December,Dec,50,10,2,10A24,FALSE
20241211,2024-12-11,2024,4,Q4,12,December,Dec,50,11,3,11A24,FALSE
20241212,2024-12-12,2024,4,Q4,12,December,Dec,50,12,4,12A24,FALSE
20241213,2024-12-13,2024,4,Q4,12,December,Dec,50,13,5,13A24,FALSE
20241214,2024-12-14,2024,4,Q4,12,December,Dec,50,14,6,14A24,TRUE
20241215,2024-12-15,2024,4,Q4,12,December,Dec,50,15,0,15A24,TRUE
20241216,2024-12-16,2024,4,Q4,12,December,Dec,51,16,1,16A24,FALSE
20241217,2024-12-17,2024,4,Q4,12,December,Dec,51,17,2,17A24,FALSE
20241218,2024-12-18,2024,4,Q4,12,December,Dec,51,18,3,18A24,FALSE
20241219,2024-12-19,2024,4,Q4,12,December,Dec,51,19,4,19A24,FALSE
20241220,2024-12-20,2024,4,Q4,12,December,Dec,51,20,5,20A24,FALSE
20241221,2024-12-21,2024,4,Q4,12,December,Dec,51,21,6,21A24,TRUE
20241222,2024-12-22,2024,4,Q4,12,December,Dec,51,22,0,22A24,TRUE
20241223,2024-12-23,2024,4,Q4,12,December,Dec,52,23,1,23A24,FALSE
20241224,2024-12-24,2024,4,Q4,12,December,Dec,52,24,2,24A24,FALSE
20241225,2024-12-25,2024,4,Q4,12,December,Dec,52,25,3,25A24,FALSE
20241226,2024-12-26,2024,4,Q4,12,December,Dec,52,26,4,26A24,FALSE
20241227,2024-12-27,2024,4,Q4,12,December,Dec,52,27,5,27A24,FALSE
20241228,2024-12-28,2024,4,Q4,12,December,Dec,52,28,6,28A24,TRUE
20241229,2024-12-29,2024,4,Q4,12,December,Dec,52,29,0,29A24,TRUE
20241230,2024-12-30,2024,4,Q4,12,December,Dec,1,30,1,30A24,FALSE
20241231,2024-12-31,2024,4,Q4,12,December,Dec,1,31,2,31A24,FALSE
20250101,2025-01-01,2025,1,Q1,1,January,Jan,1,1,3,1A25,FALSE
20250102,2025-01-02,2025,1,Q1,1,January,Jan,1,2,4,2A25,FALSE
20250103,2025-01-03,2025,1,Q1,1,January,Jan,1,3,5,3A25,FALSE
20250104,2025-01-04,2025,1,Q1,1,January,Jan,1,4,6,4A25,TRUE
20250105,2025-01-05,2025,1,Q1,1,January,Jan,1,5,0,5A25,TRUE
20250106,2025-01-06,2025,1,Q1,1,January,Jan,2,6,1,6A25,FALSE
20250107,2025-01-07,2025,1,Q1,1,January,Jan,2,7,2,7A25,FALSE
20250108,2025-01-08,2025,1,Q1,1,January,Jan,2,8,3,8A25,FALSE
20250109,2025-01-09,2025,1,Q1,1,January,Jan,2,9,4,9A25,FALSE
20250110,2025-01-10,2025,1,Q1,1,January,Jan,2,10,5,10A25,FALSE
20250111,2025-01-11,2025,1,Q1,1,January,Jan,2,11,6,11A25,TRUE
20250112,2025-01-12,2025,1,Q1,1,January,Jan,2,12,0,12A25,TRUE
20250113,2025-01-13,2025,1,Q1,1,January,Jan,3,13,1,13A25,FALSE
20250114,2025-01-14,2025,1,Q1,1,January,Jan,3,14,2,14A25,FALSE
20250115,2025-01-15,2025,1,Q1,1,January,Jan,3,15,3,15A25,FALSE
20250116,2025-01-16,2025,1,Q1,1,January,Jan,3,16,4,16A25,FALSE
20250117,2025-01-17,2025,1,Q1,1,January,Jan,3,17,5,17A25,FALSE
20250118,2025-01-18,2025,1,Q1,1,January,Jan,3,18,6,18A25,TRUE
20250119,2025-01-19,2025,1,Q1,1,January,Jan,3,19,0,19A25,TRUE
20250120,2025-01-20,2025,1,Q1,1,January,Jan,4,20,1,20A25,FALSE
20250121,2025-01-21,2025,1,Q1,1,January,Jan,4,21,2,21A25,FALSE
20250122,2025-01-22,2025,1,Q1,1,January,Jan,4,22,3,22A25,FALSE
20250123,2025-01-23,2025,1,Q1,1,January,Jan,4,23,4,23A25,FALSE
20250124,2025-01-24,2025,1,Q1,1,January,Jan,4,24,5,24A25,FALSE
20250125,2025-01-25,2025,1,Q1,1,January,Jan,4,25,6,25A25,TRUE
20250126,2025-01-26,2025,1,Q1,1,January,Jan,4,26,0,26A25,TRUE
20250127,2025-01-27,2025,1,Q1,1,January,Jan,5,27,1,27A25,FALSE
20250128,2025-01-28,2025,1,Q1,1,January,Jan,5,28,2,28A25,FALSE
20250129,2025-01-29,2025,1,Q1,1,January,Jan,5,29,3,29A25,FALSE
20250130,2025-01-30,2025,1,Q1,1,January,Jan,5,30,4,30A25,FALSE
20250131,2025-01-31,2025,1,Q1,1,January,Jan,5,31,5,31A25,FALSE
20250201,2025-02-01,2025,1,Q1,2,February,Feb,5,1,6,1A25,TRUE
20250202,2025-02-02,2025,1,Q1,2,February,Feb,5,2,0,2A25,TRUE
20250203,2025-02-03,2025,1,Q1,2,February,Feb,6,3,1,3A25,FALSE
20250204,2025-02-04,2025,1,Q1,2,February,Feb,6,4,2,4A25,FALSE
20250205,2025-02-05,2025,1,Q1,2,February,Feb,6,5,3,5A25,FALSE
20250206,2025-02-06,2025,1,Q1,2,February,Feb,6,6,4,6A25,FALSE
20250207,2025-02-07,2025,1,Q1,2,February,Feb,6,7,5,7A25,FALSE
20250208,2025-02-08,2025,1,Q1,2,February,Feb,6,8,6,8A25,TRUE
20250209,2025-02-09,2025,1,Q1,2,February,Feb,6,9,0,9A25,TRUE
20250210,2025-02-10,2025,1,Q1,2,February,Feb,7,10,1,10A25,FALSE
20250211,2025-02-11,2025,1,Q1,2,February,Feb,7,11,2,11A25,FALSE
20250212,2025-02-12,2025,1,Q1,2,February,Feb,7,12,3,12A25,FALSE
20250213,2025-02-13,2025,1,Q1,2,February,Feb,7,13,4,13A25,FALSE
20250214,2025-02-14,2025,1,Q1,2,February,Feb,7,14,5,14A25,FALSE
20250215,2025-02-15,2025,1,Q1,2,February,Feb,7,15,6,15A25,TRUE
20250216,2025-02-16,2025,1,Q1,2,February,Feb,7,16,0,16A25,TRUE
20250217,2025-02-17,2025,1,Q1,2,February,Feb,8,17,1,17A25,FALSE
20250218,2025-02-18,2025,1,Q1,2,February,Feb,8,18,2,18A25,FALSE
20250219,2025-02-19,2025,1,Q1,2,February,Feb,8,19,3,19A25,FALSE
20250220,2025-02-20,2025,1,Q1,2,February,Feb,8,20,4,20A25,FALSE
20250221,2025-02-21,2025,1,Q1,2,February,Feb,8,21,5,21A25,FALSE
20250222,2025-02-22,2025,1,Q1,2,February,Feb,8,22,6,22A25,TRUE
20250223,2025-02-23,2025,1,Q1,2,February,Feb,8,23,0,23A25,TRUE
20250224,2025-02-24,2025,1,Q1,2,February,Feb,9,24,1,24A25,FALSE
20250225,2025-02-25,2025,1,Q1,2,February,Feb,9,25,2,25A25,FALSE
20250226,2025-02-26,2025,1,Q1,2,February,Feb,9,26,3,26A25,FALSE
20250227,2025-02-27,2025,1,Q1,2,February,Feb,9,27,4,27A25,FALSE
20250228,2025-02-28,2025,1,Q1,2,February,Feb,9,28,5,28A25,FALSE
20250301,2025-03-01,2025,1,Q1,3,March,Mar,9,1,6,1A25,TRUE
20250302,2025-03-02,2025,1,Q1,3,March,Mar,9,2,0,2A25,TRUE
20250303,2025-03-03,2025,1,Q1,3,March,Mar,10,3,1,3A25,FALSE
20250304,2025-03-04,2025,1,Q1,3,March,Mar,10,4,2,4A25,FALSE
20250305,2025-03-05,2025,1,Q1,3,March,Mar,10,5,3,5A25,FALSE
20250306,2025-03-06,2025,1,Q1,3,March,Mar,10,6,4,6A25,FALSE
20250307,2025-03-07,2025,1,Q1,3,March,Mar,10,7,5,7A25,FALSE
20250308,2025-03-08,2025,1,Q1,3,March,Mar,10,8,6,8A25,TRUE
20250309,2025-03-09,2025,1,Q1,3,March,Mar,10,9,0,9A25,TRUE
20250310,2025-03-10,2025,1,Q1,3,March,Mar,11,10,1,10A25,FALSE
20250311,2025-03-11,2025,1,Q1,3,March,Mar,11,11,2,11A25,FALSE
20250312,2025-03-12,2025,1,Q1,3,March,Mar,11,12,3,12A25,FALSE
20250313,2025-03-13,2025,1,Q1,3,March,Mar,11,13,4,13A25,FALSE
20250314,2025-03-14,2025,1,Q1,3,March,Mar,11,14,5,14A25,FALSE
20250315,2025-03-15,2025,1,Q1,3,March,Mar,11,15,6,15A25,TRUE
20250316,2025-03-16,2025,1,Q1,3,March,Mar,11,16,0,16A25,TRUE
20250317,2025-03-17,2025,1,Q1,3,March,Mar,12,17,1,17A25,FALSE
20250318,2025-03-18,2025,1,Q1,3,March,Mar,12,18,2,18A25,FALSE
20250319,2025-03-19,2025,1,Q1,3,March,Mar,12,19,3,19A25,FALSE
20250320,2025-03-20,2025,1,Q1,3,March,Mar,12,20,4,20A25,FALSE
20250321,2025-03-21,2025,1,Q1,3,March,Mar,12,21,5,21A25,FALSE
20250322,2025-03-22,2025,1,Q1,3,March,Mar,12,22,6,22A25,TRUE
20250323,2025-03-23,2025,1,Q1,3,March,Mar,12,23,0,23A25,TRUE
20250324,2025-03-24,2025,1,Q1,3,March,Mar,13,24,1,24A25,FALSE
20250325,2025-03-25,2025,1,Q1,3,March,Mar,13,25,2,25A25,FALSE
20250326,2025-03-26,2025,1,Q1,3,March,Mar,13,26,3,26A25,FALSE
20250327,2025-03-27,2025,1,Q1,3,March,Mar,13,27,4,27A25,FALSE
20250328,2025-03-28,2025,1,Q1,3,March,Mar,13,28,5,28A25,FALSE
20250329,2025-03-29,2025,1,Q1,3,March,Mar,13,29,6,29A25,TRUE
20250330,2025-03-30,2025,1,Q1,3,March,Mar,13,30,0,30A25,TRUE
20250331,2025-03-31,2025,1,Q1,3,March,Mar,14,31,1,31A25,FALSE
20250401,2025-04-01,2025,2,Q2,4,April,Apr,14,1,2,1A25,FALSE
20250402,2025-04-02,2025,2,Q2,4,April,Apr,14,2,3,2A25,FALSE
20250403,2025-04-03,2025,2,Q2,4,April,Apr,14,3,4,3A25,FALSE
20250404,2025-04-04,2025,2,Q2,4,April,Apr,14,4,5,4A25,FALSE
20250405,2025-04-05,2025,2,Q2,4,April,Apr,14,5,6,5A25,TRUE
20250406,2025-04-06,2025,2,Q2,4,April,Apr,14,6,0,6A25,TRUE
20250407,2025-04-07,2025,2,Q2,4,April,Apr,15,7,1,7A25,FALSE
20250408,2025-04-08,2025,2,Q2,4,April,Apr,15,8,2,8A25,FALSE
20250409,2025-04-09,2025,2,Q2,4,April,Apr,15,9,3,9A25,FALSE
20250410,2025-04-10,2025,2,Q2,4,April,Apr,15,10,4,10A25,FALSE
20250411,2025-04-11,2025,2,Q2,4,April,Apr,15,11,5,11A25,FALSE
20250412,2025-04-12,2025,2,Q2,4,April,Apr,15,12,6,12A25,TRUE
20250413,2025-04-13,2025,2,Q2,4,April,Apr,15,13,0,13A25,TRUE
20250414,2025-04-14,2025,2,Q2,4,April,Apr,16,14,1,14A25,FALSE
20250415,2025-04-15,2025,2,Q2,4,April,Apr,16,15,2,15A25,FALSE
20250416,2025-04-16,2025,2,Q2,4,April,Apr,16,16,3,16A25,FALSE
20250417,2025-04-17,2025,2,Q2,4,April,Apr,16,17,4,17A25,FALSE
20250418,2025-04-18,2025,2,Q2,4,April,Apr,16,18,5,18A25,FALSE
20250419,2025-04-19,2025,2,Q2,4,April,Apr,16,19,6,19A25,TRUE
20250420,2025-04-20,2025,2,Q2,4,April,Apr,16,20,0,20A25,TRUE
20250421,2025-04-21,2025,2,Q2,4,April,Apr,17,21,1,21A25,FALSE
20250422,2025-04-22,2025,2,Q2,4,April,Apr,17,22,2,22A25,FALSE
20250423,2025-04-23,2025,2,Q2,4,April,Apr,17,23,3,23A25,FALSE
20250424,2025-04-24,2025,2,Q2,4,April,Apr,17,24,4,24A25,FALSE
20250425,2025-04-25,2025,2,Q2,4,April,Apr,17,25,5,25A25,FALSE
20250426,2025-04-26,2025,2,Q2,4,April,Apr,17,26,6,26A25,TRUE
20250427,2025-04-27,2025,2,Q2,4,April,Apr,17,27,0,27A25,TRUE
20250428,2025-04-28,2025,2,Q2,4,April,Apr,18,28,1,28A25,FALSE
20250429,2025-04-29,2025,2,Q2,4,April,Apr,18,29,2,29A25,FALSE
20250430,2025-04-30,2025,2,Q2,4,April,Apr,18,30,3,30A25,FALSE
20250501,2025-05-01,2025,2,Q2,5,May,May,18,1,4,1A25,FALSE
20250502,2025-05-02,2025,2,Q2,5,May,May,18,2,5,2A25,FALSE
20250503,2025-05-03,2025,2,Q2,5,May,May,18,3,6,3A25,TRUE
20250504,2025-05-04,2025,2,Q2,5,May,May,18,4,0,4A25,TRUE
20250505,2025-05-05,2025,2,Q2,5,May,May,19,5,1,5A25,FALSE
20250506,2025-05-06,2025,2,Q2,5,May,May,19,6,2,6A25,FALSE
20250507,2025-05-07,2025,2,Q2,5,May,May,19,7,3,7A25,FALSE
20250508,2025-05-08,2025,2,Q2,5,May,May,19,8,4,8A25,FALSE
20250509,2025-05-09,2025,2,Q2,5,May,May,19,9,5,9A25,FALSE
20250510,2025-05-10,2025,2,Q2,5,May,May,19,10,6,10A25,TRUE
20250511,2025-05-11,2025,2,Q2,5,May,May,19,11,0,11A25,TRUE
20250512,2025-05-12,2025,2,Q2,5,May,May,20,12,1,12A25,FALSE
